26.964783,34.445801,40.689453,48.018555,58.017334,68.016113
29.201050,36.849854,45.653076,50.449219,60.444092,70.449219
30.724304,38.288086,48.698486,52.211914,62.212158,72.205566
32.009888,39.568848,50.616699,53.640625,63.650879,73.655762
35.607361,43.085693,55.402344,60.375977,67.724365,77.732422
42.326965,49.321533,62.125977,72.362305,74.935303,84.935059
49.046570,55.882812,68.454102,79.895508,88.369141,91.960449
